"SERIAL_CRASH","MONTH","HOUR","HARM_EV","HARM_EVNAME","TYPE_OF_COLLIOSION","NUM_OF_PEOPLE","MOD_YEAR","VPICMAKENAME","VPICMODELNAME","TRAV_SP","DEFORMEDNAME","DEATHS","DR_DRINK","IS_DRIVER_PRESENT","L_TYPENAME","L_STATUSNAME","SPEEDRELNAME","VSPD_LIM","VSURCONDNAME","P_CRASH1NAME","P_CRASH2NAME","P_CRASH3NAME","PCRASH4NAME","PCRASH5NAME","BODY_STYLE","BLIND_SPOT_DETECTION","ARS","FRNT_COLLISION_WARNING","LANE_DEPARTURE_WARNING","CRASH_IMMINENT_BRAKE","DYNAMIC_BRAKE_SUPPORT","NHTSA_ESC","SAFETY_COUNT","notification_count"
360239,5,15,12,"Motor Vehicle In-Transport","Front-to-Front",1,2014,"TOYOTA","CAMRY",999,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,0,0,0,0,0,1,1,0
360243,1,10,12,"Motor Vehicle In-Transport","Front-to-Front",1,2021,"HYUNDAI","SONATA",0,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",40,"Dry","Stopped in Roadway","From opposite direction  over left lane line","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",1,0,1,1,1,1,0,4,3
360247,6,2,12,"Motor Vehicle In-Transport","Angle",1,2020,"JEEP","GRAND CHEROKEE",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",25,"Dry","Going Straight","From crossing street, across path","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,1,0,1,2,2,0,2,2
360254,5,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,2016,"TOYOTA","CAMRY",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,1,0,0,2,2,0,1,1
360255,5,17,12,"Motor Vehicle In-Transport","Angle",3,2012,"FORD","FUSION",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",25,"Dry","Decelerating in Road","Over the lane line on left side of travel lane","Unknown/Not Reported","Tracking","Stayed on roadway, but left original travel lane","4 DR",1,0,0,0,0,0,1,1,1
360260,5,20,12,"Motor Vehicle In-Transport","Angle",1,2015,"CHEVROLET","CAMARO",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","C",0,1,0,0,0,0,0,2,0
360264,5,19,12,"Motor Vehicle In-Transport","Angle",2,2015,"CHEVROLET","IMPALA",60,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From crossing street, across path","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,2,0,0,2,0
360265,5,17,12,"Motor Vehicle In-Transport","Angle",1,2019,"TOYOTA","HIGHLANDER",999,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",40,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,1,1,1,1,0,5,2
360272,6,0,12,"Motor Vehicle In-Transport","Front-to-Front",1,2019,"MITSUBISHI","OUTLANDER",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",50,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,1,1,1,2,2,0,1,3
360273,4,21,12,"Motor Vehicle In-Transport","Sideswipe - Same Direction",4,2023,"NISSAN","ROGUE",999,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From adjacent lane (same direction) over right lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,0,1,1,1,1,0,5,3
360274,3,20,12,"Motor Vehicle In-Transport","Angle",1,2011,"HONDA","CR-V",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",30,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,0,0,0,0,1,2,0
360279,4,22,9,"Pedalcyclist","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2018,"FORD","ESCAPE",0,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",25,"Dry","Stopped in Roadway","Traveling in same direction with higher speed","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",1,0,1,1,0,0,0,1,3
360288,4,17,12,"Motor Vehicle In-Transport","Angle",1,2019,"TOYOTA","RAV4",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",40,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,1,1,1,1,0,6,2
360288,4,17,12,"Motor Vehicle In-Transport","Angle",1,2021,"KIA","SOUL",999,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,2,0,1,2,2,0,0,1
360289,5,16,9,"Pedalcyclist","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2017,"INFINITI","QX60",999,"No Damage",0,0,1,"Full Driver License","Valid","No",25,"Dry","Going Straight","Pedalcyclist or other non-motorist in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,0,0,1,2,2,0,0,2
360294,5,21,9,"Pedalcyclist","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",4,2020,"NISSAN","PATHFINDER",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",25,"Dry","Going Straight","Pedalcyclist or other non-motorist in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,2,1,0,1,1,0,3,2
360295,5,3,12,"Motor Vehicle In-Transport","Front-to-Rear",2,2020,"TOYOTA","COROLLA",999,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",50,"Dry","Going Straight","Traveling in same direction with higher speed","Unknown/Not Reported","Tracking","Stayed in original travel lane","5 HB",0,1,1,1,1,1,0,6,2
360297,6,9,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2021,"BUICK","ENCORE",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",98,"Dry","Turning Left","Pedestrian in road","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",0,1,0,0,0,0,0,2,0
360299,2,20,12,"Motor Vehicle In-Transport","Angle",1,2020,"TOYOTA","COROLLA",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",25,"Dry","Turning Left","From adjacent lane (same direction) over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","5 HB",0,1,1,1,1,1,0,6,2
360305,1,4,24,"Guardrail Face","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2017,"SUBARU","LEGACY",999,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Off the edge of the road on the left side","No Avoidance Maneuver","Tracking","Departed roadway","4 DR",0,0,1,0,2,2,0,0,1
360306,1,18,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2016,"TOYOTA","COROLLA",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",30,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,0,0,0,1,0
360310,6,23,9,"Pedalcyclist","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2011,"CHEVROLET","IMPALA",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Pedalcyclist or other non-motorist in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,0,0,0,0,0,1,2,0
360311,6,11,42,"Tree (Standing Only)","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2016,"JEEP","WRANGLER",25,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",25,"Dry","Going Straight","Off the edge of the road on the right side","Unknown/Not Reported","Precrash stability unknown","Departed roadway","4 DR",0,0,0,0,0,0,0,0,0
360313,1,18,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2021,"ACURA","RDX",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,1,1,1,1,0,6,2
360314,6,14,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2023,"TOYOTA","TACOMA",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",30,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","PU/EC",1,2,1,1,1,1,0,4,3
360315,1,21,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,2018,"SUBARU","FORESTER",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,0,0,1,2,2,0,0,1
360318,4,21,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2012,"SUBARU","FORESTER",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Other vehicle stopped","Unknown/Not Reported","Precrash stability unknown","Stayed in original travel lane","SUV",0,0,0,0,0,0,1,1,0
360319,6,14,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2021,"HYUNDAI","VENUE",999,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",25,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Departed roadway","SUV",0,0,1,1,1,1,0,4,2
360320,6,17,12,"Motor Vehicle In-Transport","Angle",4,2012,"FORD","EXPLORER",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,0,1,0,0,0,1,1,2
360325,6,18,12,"Motor Vehicle In-Transport","Front-to-Front",1,2015,"NISSAN","ROGUE",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Over the lane line on left side of travel lane","Unknown/Not Reported","Tracking","Stayed on roadway, but left original travel lane","SUV",0,0,1,0,0,0,0,0,1
360325,6,18,12,"Motor Vehicle In-Transport","Front-to-Front",1,2013,"FORD","EXPLORER",999,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,0,1,0,0,0,1,1,1
360326,6,8,12,"Motor Vehicle In-Transport","Front-to-Front",1,2018,"NISSAN","ROGUE SPORT",999,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",45,"Dry","Negotiating a Curve","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,0,0,1,2,2,0,0,1
360329,6,9,24,"Guardrail Face","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2014,"HONDA","CR-V",999,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",55,"Dry","Changing Lanes","Off the edge of the road on the right side","Unknown/Not Reported","Precrash stability unknown","Departed roadway","SUV",0,0,0,0,0,0,1,1,0
360332,6,11,12,"Motor Vehicle In-Transport","Front-to-Front",1,2013,"HONDA","CIVIC",999,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Traveling in opposite direction","Unknown/Not Reported","Precrash stability unknown","Stayed in original travel lane","4 DR",0,0,0,0,0,0,1,1,0
360332,6,11,12,"Motor Vehicle In-Transport","Front-to-Front",1,2012,"DODGE","CALIBER",999,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",65,"Dry","Going Straight","Traveling in opposite direction","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,0,0,1,2,0
360334,6,7,11,"Live Animal","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2019,"HYUNDAI","TUCSON",999,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Animal in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,2,1,1,1,1,0,4,3
360336,6,11,12,"Motor Vehicle In-Transport","Front-to-Front",2,2011,"TOYOTA","CAMRY",999,"Disabling Damage",2,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,0,0,1,2,0
360342,7,10,42,"Tree (Standing Only)","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2019,"JEEP","WRANGLER",999,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Off the edge of the road on the left side","Unknown/Not Reported","Tracking","Departed roadway","SUV",0,0,0,0,0,0,0,0,0
360345,6,18,12,"Motor Vehicle In-Transport","Angle",3,2012,"TOYOTA","CAMRY",999,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",55,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,1,0,0,0,0,1,2,1
360345,6,18,12,"Motor Vehicle In-Transport","Angle",1,2011,"KIA","SORENTO",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,2,0,0,0,0,1,1,0
360346,2,13,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2018,"JEEP","COMPASS",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,0,0,1,2,2,0,0,2
360348,6,13,12,"Motor Vehicle In-Transport","Angle",1,2020,"FORD","ESCAPE",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,0,1,1,1,1,0,6,3
360358,7,6,12,"Motor Vehicle In-Transport","Angle",1,2011,"JEEP","GRAND CHEROKEE",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",25,"Dry","Going Straight","Crossing Over (Passing Through) Junction","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,0,0,0,0,1,2,0
360364,6,10,30,"Utility Pole/Light Support","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2011,"TOYOTA","SIENNA",999,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",55,"Dry","Negotiating a Curve","Off the edge of the road on the right side","Unknown/Not Reported","Precrash stability unknown","Departed roadway","VAN",0,1,0,0,0,0,1,2,0
360373,6,21,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2022,"CHEVROLET","TRAILBLAZER",49,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",35,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,1,1,1,1,0,6,2
360375,7,21,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,2019,"TOYOTA","HIGHLANDER",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",25,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,1,1,1,1,1,0,5,3
360380,6,3,12,"Motor Vehicle In-Transport","Angle",1,2017,"JEEP","COMPASS",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",35,"Dry","Going Straight","Crossing Over (Passing Through) Junction","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,0,0,0,0,0,0,0,0
360384,7,22,12,"Motor Vehicle In-Transport","Angle",1,2014,"BMW","328I",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",25,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,1,0,0,2,2,1,3,1
360386,7,17,9,"Pedalcyclist","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,2019,"JEEP","CHEROKEE",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",25,"Dry","Going Straight","Pedalcyclist or other non-motorist in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,1,1,2,2,0,1,2
360387,7,17,12,"Motor Vehicle In-Transport","Angle",1,2016,"JEEP","RENEGADE",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",35,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,0,0,0,0,0,1,0
360388,6,8,12,"Motor Vehicle In-Transport","Front-to-Front",1,2012,"HONDA","PILOT",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,0,0,0,0,0,1,1,0
360389,7,16,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2012,"TOYOTA","RAV4",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Pedestrian unknown location","Unknown/Not Reported","Precrash stability unknown","Unknown","SUV",0,1,0,0,0,0,1,2,0
360390,7,3,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2013,"SUBARU","LEGACY",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","Other vehicle stopped","Steering left","Tracking","Stayed in original travel lane","4 DR",0,1,0,1,2,2,1,2,1
360396,6,15,12,"Motor Vehicle In-Transport","Angle",1,2011,"TOYOTA","SIENNA",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",25,"Dry","Going Straight","From crossing street, across path","Unknown/Not Reported","Tracking","Stayed in original travel lane","VAN",0,1,0,0,0,0,1,2,0
360401,7,10,12,"Motor Vehicle In-Transport","Angle",3,2023,"MITSUBISHI","OUTLANDER",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Turning Left","Turning Left","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",1,0,1,1,1,1,0,5,3
360402,7,10,12,"Motor Vehicle In-Transport","Angle",2,2017,"VOLKSWAGEN","JETTA",999,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",98,"Dry","Other(specify:)","Crossing Over (Passing Through) Junction","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,1,0,0,2,2,0,1,1
360403,5,14,12,"Motor Vehicle In-Transport","Angle",1,2021,"NISSAN","KICKS",999,"Damage Reported, Extent Unknown",1,0,1,"Full Driver License","Valid","No",30,"Dry","Going Straight","Off the edge of the road on the right side","No Avoidance Maneuver","Precrash stability unknown","Departed roadway","SUV",1,0,1,1,1,1,0,5,3
360406,2,16,1,"Rollover/Overturn","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2019,"CHEVROLET","COLORADO",35,"Disabling Damage",0,0,1,"Full Driver License","Valid","No",45,"Dry","Negotiating a Curve","From opposite direction  over left lane line","Braking and steering right","Tracking","Stayed in original travel lane","PU/CC",0,1,0,0,0,0,0,1,0
360410,6,12,35,"Embankment","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2022,"JEEP","COMPASS",999,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Over the lane line on left side of travel lane","Unknown/Not Reported","Tracking","Departed roadway","SUV",0,1,1,1,1,1,0,5,2
360414,7,12,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2021,"KIA","FORTE",999,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Traveling in same direction while decelerating","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,2,1,1,1,1,0,4,3
360415,7,14,12,"Motor Vehicle In-Transport","Angle",1,2018,"HYUNDAI","ELANTRA",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Changing Lanes","From adjacent lane (same direction) over left lane line","Unknown/Not Reported","Tracking","Stayed on roadway, but left original travel lane","4 DR",1,2,1,0,2,2,0,0,2
360418,7,16,5,"Fell/Jumped from Vehicle","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2016,"GMC","ACADIA",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",40,"Dry","Turning Left","Turning Left","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,0,1,0,0,0,2,1
360421,5,17,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2016,"NISSAN","PATHFINDER",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Other vehicle stopped","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,0,0,0,0,0,0,0,1
360426,4,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2022,"TOYOTA","PRIUS PRIME",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",40,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","5 HB",1,1,1,1,1,1,0,6,3
360431,7,17,12,"Motor Vehicle In-Transport","Angle",3,2021,"HYUNDAI","PALISADE",27,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","From crossing street, across path","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,1,1,1,1,1,0,5,3
360437,8,23,12,"Motor Vehicle In-Transport","Angle",1,2020,"NISSAN","PATHFINDER",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",25,"Dry","Going Straight","From opposite direction  over left lane line","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,2,1,0,1,1,0,3,1
360455,8,5,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",4,2015,"CADILLAC","ESCALADE",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",50,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,1,0,2,0,0,2,1
360456,8,4,12,"Motor Vehicle In-Transport","Angle",1,2019,"HONDA","CR-V",999,"Damage Reported, Extent Unknown",0,0,1,"Learner's Permit","Valid","No",25,"Dry","Going Straight","From crossing street, across path","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,1,1,1,2,2,0,1,3
360458,8,19,12,"Motor Vehicle In-Transport","Front-to-Rear",6,2014,"HYUNDAI","SANTA FE",0,"Damage Reported, Extent Unknown",3,0,1,"Full Driver License","Valid","No",45,"Dry","Stopped in Roadway","Traveling in same direction with higher speed","No Avoidance Maneuver","Tracking","Stayed in original travel lane","SUV",0,0,0,0,0,0,1,1,0
360458,8,19,12,"Motor Vehicle In-Transport","Front-to-Rear",1,2016,"HYUNDAI","ELANTRA",0,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Stopped in Roadway","From adjacent lane (same direction) over right lane line","No Avoidance Maneuver","Tracking","Stayed in original travel lane","4 DR",0,1,0,0,0,0,0,1,0
360467,2,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2013,"HONDA","CIVIC",45,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",0,0,0,0,0,0,1,1,0
360468,2,18,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2020,"VOLKSWAGEN","ATLAS CROSS SPORT",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",30,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,1,1,1,1,1,0,6,3
360469,3,18,9,"Pedalcyclist","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2015,"DODGE","CHARGER",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Pedalcyclist or other non-motorist in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","4 DR",1,1,1,0,0,0,0,1,2
360472,3,22,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2015,"KIA","SOUL",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",50,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,0,0,0,0,0,1,0
360474,4,22,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2011,"JEEP","GRAND CHEROKEE",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",45,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",1,1,1,0,0,0,1,2,2
360477,4,8,42,"Tree (Standing Only)","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2013,"NISSAN","ALTIMA",999,"Disabling Damage",1,0,1,"Full Driver License","Valid","No",30,"Dry","Negotiating a Curve","Off the edge of the road on the right side","Unknown/Not Reported","Tracking","Departed roadway","2 DR",0,1,0,0,0,0,1,2,0
360482,4,21,15,"Non-Motorist on Personal Conveyance","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2018,"RAM","PROMASTER CITY",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",55,"Dry","Going Straight","Pedalcyclist or other non-motorist in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","VAN",0,0,0,0,0,0,0,0,0
360483,4,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",2,2020,"TOYOTA","COROLLA",998,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",98,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","5 HB",1,1,1,1,1,1,0,6,3
360484,4,20,8,"Pedestrian","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2016,"SUBARU","FORESTER",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",50,"Dry","Going Straight","Pedestrian in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,0,1,0,2,2,0,0,1
360487,6,23,9,"Pedalcyclist","The First Harmful Event was Not a Collision with a Motor Vehicle in Transport",1,2017,"HONDA","CR-V",999,"Damage Reported, Extent Unknown",0,0,1,"Full Driver License","Valid","No",25,"Dry","Turning Left","Pedalcyclist or other non-motorist in road","Unknown/Not Reported","Tracking","Stayed in original travel lane","SUV",0,1,1,0,2,2,0,1,1
